,cyclone_name,cyclone_id,sar_time,file,match_type,analysis_center_quality_flag,analysis_vmax,analysis_rmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split
16,TALIAH,sh142025,2025-02-12 12:31:09,rcm2-sclnc-owi-cm-20250212t123109-20250212t123225-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,35.17774444247656,78000.0,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnc-owi-cm-20250212t123109-20250212t123225-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnc-owi-cm-20250212t123109-20250212t123225-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
17,TALIAH,sh142025,2025-02-12 23:41:14,rcm1-sclna-owi-cm-20250212t234114-20250212t234228-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,32.283681481235604,121000.0,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250212t234114-20250212t234228-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250212t234114-20250212t234228-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,val
18,TALIAH,sh142025,2025-02-03 10:47:42,rcm3-sclna-owi-cm-20250203t104742-20250203t104858-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,36.312403703629386,38000.0,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm3-sclna-owi-cm-20250203t104742-20250203t104858-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm3-sclna-owi-cm-20250203t104742-20250203t104858-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
19,TALIAH,sh142025,2025-02-13 12:38:17,rcm2-sclna-owi-cm-20250213t123817-20250213t123931-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,27.284933101421533,124000.0,25,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclna-owi-cm-20250213t123817-20250213t123931-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclna-owi-cm-20250213t123817-20250213t123931-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0571064372211599,train
20,TALIAH,sh142025,2025-02-16 13:32:37,rcm1-sclnd-owi-cm-20250216t133237-20250216t133353-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,4.05,,,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250216t133237-20250216t133353-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250216t133237-20250216t133353-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.5792224346717655,nan
21,TALIAH,sh142025,2025-02-11 12:23:51,rcm2-sclnc-owi-cm-20250211t122351-20250211t122507-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,34.599622204827945,132000.0,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnc-owi-cm-20250211t122351-20250211t122507-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnc-owi-cm-20250211t122351-20250211t122507-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
22,TALIAH,sh142025,2025-02-19 13:55:47,rcm1-sclnd-owi-cm-20250219t135547-20250219t135705-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,4.2,16.713460939812375,88000.0,19,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250219t135547-20250219t135705-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250219t135547-20250219t135705-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.9861057998725302,nan
23,TALIAH,sh142025,2025-02-13 23:50:08,rcm1-sclna-owi-cm-20250213t235008-20250213t235122-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,25.63644128899558,161000.0,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250213t235008-20250213t235122-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250213t235008-20250213t235122-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
24,TALIAH,sh142025,2025-02-06 22:51:59,rcm1-sclnc-owi-cm-20250206t225159-20250206t225314-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,2.2,21.68594398564744,94000.0,24,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnc-owi-cm-20250206t225159-20250206t225314-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnc-owi-cm-20250206t225159-20250206t225314-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1841937539834289,train
25,TALIAH,sh142025,2025-02-05 22:43:50,rcm1-sclna-owi-cm-20250205t224350-20250205t224505-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.9,33.29325923756585,73000.0,29,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250205t224350-20250205t224505-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250205t224350-20250205t224505-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3960484384958572,train
26,TALIAH,sh142025,2025-02-05 11:35:19,rcm2-sclnd-owi-cm-20250205t113519-20250205t113635-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,3.05,23.54485149653592,13000.0,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnd-owi-cm-20250205t113519-20250205t113635-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnd-owi-cm-20250205t113519-20250205t113635-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.9994901210962396,nan
27,TALIAH,sh142025,2025-02-05 22:44:07,s1a-ew-owi-cm-20250205t224407-20250205t224511-000003-071F5A_ll_gd_GEO-IRWIN.nc,exact_contains,2.2,26.67504930500812,78000.0,29,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/s1a-ew-owi-cm-20250205t224407-20250205t224511-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/s1a-ew-owi-cm-20250205t224407-20250205t224511-000003-071F5A_ll_gd_GEO-IRWIN.nc,0.6736775015933716,nan
28,TALIAH,sh142025,2025-02-07 11:51:35,rcm2-sclna-owi-cm-20250207t115135-20250207t115250-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,18.18170212250579,192000.0,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclna-owi-cm-20250207t115135-20250207t115250-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclna-owi-cm-20250207t115135-20250207t115250-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,nan
29,TALIAH,sh142025,2025-02-09 23:15:55,rcm1-sclnd-owi-cm-20250209t231555-20250209t231711-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.4,23.400164967725285,47000.0,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250209t231555-20250209t231711-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250209t231555-20250209t231711-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
30,TALIAH,sh142025,2025-02-11 23:32:21,rcm1-sclnb-owi-cm-20250211t233221-20250211t233337-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,30.106192575664146,86000.0,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnb-owi-cm-20250211t233221-20250211t233337-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnb-owi-cm-20250211t233221-20250211t233337-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1376673040152963,train
31,TALIAH,sh142025,2025-02-03 21:55:57,rcm2-sclnd-owi-cm-20250203t215557-20250203t215713-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,43.81933333333237,40000.0,42,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnd-owi-cm-20250203t215557-20250203t215713-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnd-owi-cm-20250203t215557-20250203t215713-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
32,TALIAH,sh142025,2025-02-10 23:23:53,rcm1-sclnc-owi-cm-20250210t232353-20250210t232507-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,30.10068842331432,97000.0,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnc-owi-cm-20250210t232353-20250210t232507-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnc-owi-cm-20250210t232353-20250210t232507-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
33,TALIAH,sh142025,2025-02-17 00:15:54,rcm1-sclna-owi-cm-20250217t001554-20250217t001710-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20.40693592178385,129000.0,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250217t001554-20250217t001710-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250217t001554-20250217t001710-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,val
34,JERRY,al102019,2019-09-20 22:18:37,s1a-iw-owi-cm-20190920t221952-20190920t222132-000003-034DF5_ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,1.0,36.31814814814816,21000.0,32,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al102019/s1a-iw-owi-cm-20190920t221837-20190920t222132-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al102019/IRWIN/s1a-iw-owi-cm-20190920t221952-20190920t222132-000003-034DF5_ll_gd_GEO-IRWIN.nc,0.4220522625876354,test
35,BARRY,al022025,2025-06-30 00:37:45,rcm2-sclnd-owi-cm-20250630t003745-20250630t003900-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,3.8,15.379181180372084,16000.0,17,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022025no_env/rcm2-sclnd-owi-cm-20250630t003745-20250630t003900-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022025/IRWIN/rcm2-sclnd-owi-cm-20250630t003745-20250630t003900-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4785213511790949,train
36,BARRY,al022025,2025-06-29 12:23:06,rcm2-sclna-owi-cm-20250629t122306-20250629t122421-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,5.6,18.383176243360207,38000.0,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al022025no_env/rcm2-sclna-owi-cm-20250629t122306-20250629t122421-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al022025/IRWIN/rcm2-sclna-owi-cm-20250629t122306-20250629t122421-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1669853409815168,train
37,ROSLYN,ep192022,2022-10-22 12:47:53,rcm2-sclnd-owi-cm-20221022t124742-20221022t124922-00003-______ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,1.4,57.74698888888889,8000.0,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep192022/rcm2-sclnd-owi-cm-20221022t124753-20221022t124853-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep192022/IRWIN/rcm2-sclnd-owi-cm-20221022t124742-20221022t124922-00003-______ll_gd_GEO-IRWIN.nc,0.0592734225621414,val
38,FAIDA,sh112025,2025-02-01 14:16:10,rcm2-sclna-owi-cm-20250201t141610-20250201t141725-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.7,16.092676314262917,74000.0,17,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112025/rcm2-sclna-owi-cm-20250201t141610-20250201t141725-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112025/IRWIN/rcm2-sclna-owi-cm-20250201t141610-20250201t141725-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.501338432122371,nan
39,FAIDA,sh112025,2025-02-02 14:55:33,rcm1-sclnd-owi-cm-20250202t145533-20250202t145650-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,2.8,21.21498328560472,230000.0,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112025/rcm1-sclnd-owi-cm-20250202t145533-20250202t145650-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112025/IRWIN/rcm1-sclnd-owi-cm-20250202t145533-20250202t145650-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,nan
40,FAIDA,sh112025,2025-02-01 01:17:17,rcm1-sclnb-owi-cm-20250201t011717-20250201t011831-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,1.0,15.10469417288672,337000.0,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112025/rcm1-sclnb-owi-cm-20250201t011717-20250201t011831-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112025/IRWIN/rcm1-sclnb-owi-cm-20250201t011717-20250201t011831-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4815806246016571,nan
41,FAIDA,sh112025,2025-01-31 14:07:54,rcm2-sclnc-owi-cm-20250131t140754-20250131t140910-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,2.0,18.23070919629479,6000.0,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112025/rcm2-sclnc-owi-cm-20250131t140754-20250131t140910-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112025/IRWIN/rcm2-sclnc-owi-cm-20250131t140754-20250131t140910-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
42,FAIDA,sh112025,2025-02-02 14:44:30,s1a-ew-owi-cm-20250202t144430-20250202t144735-000003-071D6E_ll_gd_GEO-IRWIN.nc,exact_contains,1.65,23.811104681434795,5000.0,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112025/s1a-ew-owi-cm-20250202t144430-20250202t144735-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112025/IRWIN/s1a-ew-owi-cm-20250202t144430-20250202t144735-000003-071D6E_ll_gd_GEO-IRWIN.nc,0.0573613766730401,train
43,FAIDA,sh112025,2025-02-03 15:03:41,rcm1-sclnd-owi-cm-20250203t150341-20250203t150456-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,3.5,11.20348989539491,131000.0,19,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh112025/rcm1-sclnd-owi-cm-20250203t150341-20250203t150456-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh112025/IRWIN/rcm1-sclnd-owi-cm-20250203t150341-20250203t150456-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4280433397068196,train
