cyclone,canal,fichier,sar_path,lat_centre,lon_centre,eye_center_lat,eye_center_lon,d_lat,d_lon,distance_km,distance_km_normalized,sar_acquisition_time,sar_xy,sar_inter
io032024,IRWIN,rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclnb/rcm-2_sclnb/2024/297/RCM2_OK3327950_PK3329361_1_SCLNB_20241023_120843_VV_VH_GRD/rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-xxxxx.nc,17.313262939453125,88.99588012695312,17.38853952844641,88.89631704054877,0.07527658899328671,-0.09956308640435907,13.854726812134627,0.023278203873924624,"2024-10-23T12:08:41,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/io032024no_env/rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-xxxxx_aeqd.nc,rcm2-sclnb-owi-cm-20241023t120841-20241023t120956-00003-xxxxx.nc
sh122022,IRWIN,s1a-ew-owi-cm-20220213t143725-20220213t143926-000003-04FCF7_ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2022/044/S1A_EW_GRDM_1SDV_20220213T143621_20220213T143926_041895_04FCF7_7BB9X9A56XD891/s1a-ew-owi-cm-20220213t143621-20220213t143926-000003-04FCF7.nc,-15.404488563537598,59.30512619018555,-15.922897795913737,58.809195465006255,-0.5184092323761398,-0.49593072517929215,79.63392634635825,0.1337980025090091,"2022-02-13T14:37:25,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/sh122022/s1a-ew-owi-cm-20220213t143621-20220213t143926-000003-04FCF7_aeqd.nc,s1a-ew-owi-cm-20220213t143621-20220213t143926-000003-04FCF7.nc
sh122022,IRWIN,s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB_ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/IW/S1A_IW_GRDH_1S/2022/046/S1A_IW_GRDH_1SDV_20220215T021005_20220215T021149_041917_04FDBB_0EDCX82E1XE0E1XF3FB/s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB.nc,-16.900432586669922,51.38219833374024,-16.849981698886985,51.205773242399275,0.050450887782936604,-0.17642509134096684,20.368153668815292,0.034221824801542754,"2022-02-15T02:10:05,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/sh122022/s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB_aeqd.nc,s1a-iw-owi-cm-20220215t021005-20220215t021149-000003-04FDBB.nc
ep052024,IRWIN,rcm2-sc50mb-owi-cm-20240807t134355-20240807t134513-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50mb/rcm-2_sc50mb/2024/220/RCM2_OK3197950_PK3199866_1_SC50MB_20240807_134250_HH_HV_GRD/rcm2-sc50mb-owi-cm-20240807t134404-20240807t134522-00003-xxxxx.nc,17.747867584228516,243.36973571777344,17.747867584228516,243.36973571777344,0.0,0.0,0.0,0.0,"2024-08-07T13:43:55,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/ep052024/rcm2-sc50mb-owi-cm-20240807t134404-20240807t134522-00003-xxxxx_aeqd.nc,rcm2-sc50mb-owi-cm-20240807t134404-20240807t134522-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/220/RCM2_OK3195149_PK3199066_1_SC50MA_20240807_014838_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-xxxxx.nc,15.453907012939451,244.6827545166016,15.617353607938796,244.3981577896938,0.16344659499934444,-0.28459672690777893,36.429328491355854,0.06120722170207107,"2024-08-07T01:48:52,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/ep052024/rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240807t014852-20240807t015009-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/221/RCM2_OK3196830_PK3200728_1_SC50MA_20240808_015741_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-xxxxx.nc,20.281530380249023,240.20095825195312,20.83599729565028,240.02811185516674,0.5544669154012567,-0.17284639678638314,64.46696499143354,0.10831503028189547,"2024-08-08T01:58:03,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/ep052024/rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240808t015803-20240808t015920-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/219/RCM2_OK3193548_PK3197308_1_SC50MA_20240806_013826_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-xxxxx.nc,13.435389518737791,245.4654235839844,13.59139905480799,245.66318403054805,0.15600953607019896,0.19776044656364888,27.959701308680785,0.04697686472947714,"2024-08-06T01:40:22,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/ep052024/rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240806t014022-20240806t014139-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/218/RCM2_OK3193546_PK3195298_1_SC50MA_20240805_132656_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-xxxxx.nc,14.024112701416016,246.015625,13.792816705788832,245.50101479010965,-0.23129599562718361,-0.5146102098903498,62.62618679062088,0.10522222225859593,"2024-08-05T13:28:53,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/ep052024/rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240805t132853-20240805t133010-00003-xxxxx.nc
ep052024,IRWIN,rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sc50ma/rcm-2_sc50ma/2024/219/RCM2_OK3195147_PK3198093_1_SC50MA_20240806_133647_HH_HV_GRD/rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-xxxxx.nc,13.877161026000977,244.96170043945312,13.675731168170524,245.17842257089936,-0.20142985783045297,0.21672213144623242,32.84221020947221,0.055180277120786735,"2024-08-06T13:36:46,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/ep052024/rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-xxxxx_aeqd.nc,rcm2-sc50ma-owi-cm-20240806t133646-20240806t133803-00003-xxxxx.nc
al082023,IRWIN,rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-2/L2M/sclna/rcm-2_sclna/2023/237/RCM2_OK2705572_PK2707847_1_SCLNA_20230825_102930_VV_VH_GRD/rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-xxxxx.nc,21.96590805053711,292.0307922363281,22.568564207602353,292.4454508002739,0.602656157065244,0.41465856394574985,81.19983207896061,0.13642897989204486,"2023-08-25T10:29:29,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-xxxxx_aeqd.nc,rcm2-sclna-owi-cm-20230825t102929-20230825t103044-00003-xxxxx.nc
al082023,IRWIN,rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sclnb/rcm-1_sclnb/2023/234/RCM1_OK2701293_PK2704421_1_SCLNB_20230822_225204_VV_VH_GRD/rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-xxxxx.nc,16.340723037719727,288.6141967773437,16.340723037719727,288.6141967773437,0.0,0.0,0.0,0.0,"2023-08-22T22:52:02,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-xxxxx_aeqd.nc,rcm1-sclnb-owi-cm-20230822t225202-20230822t225317-00003-xxxxx.nc
al082023,IRWIN,rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclna/rcm-3_sclna/2023/238/RCM3_OK2706956_PK2709757_1_SCLNA_20230826_222218_VV_VH_GRD/rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-xxxxx.nc,23.77712631225586,292.2484436035156,23.77712631225586,292.2484436035156,0.0,0.0,0.0,0.0,"2023-08-26T22:22:18,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-xxxxx_aeqd.nc,rcm3-sclna-owi-cm-20230826t222218-20230826t222334-00003-xxxxx.nc
al082023,IRWIN,rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclna/rcm-3_sclna/2023/239/RCM3_OK2708354_PK2711259_1_SCLNA_20230827_223042_VV_VH_GRD/rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-xxxxx.nc,25.87471008300781,289.8188171386719,25.87471008300781,289.8188171386719,0.0,0.0,0.0,0.0,"2023-08-27T22:30:40,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-xxxxx_aeqd.nc,rcm3-sclna-owi-cm-20230827t223040-20230827t223155-00003-xxxxx.nc
al082023,IRWIN,s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585_ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/sentinel-1a/L2M/EW/S1A_EW_GRDM_1S/2023/238/S1A_EW_GRDM_1SDV_20230826T102124_20230826T102228_050045_060585_F219/s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585.nc,23.05642890930176,293.7003479003906,23.115901874137222,293.5968546738203,0.05947296483546083,-0.1034932265703219,13.249458398971841,0.022261254084073128,"2023-08-26T10:21:24,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585_aeqd.nc,s1a-ew-owi-cm-20230826t102124-20230826t102228-000003-060585.nc
al082023,IRWIN,rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-3/L2M/sclnd/rcm-3_sclnd/2023/241/RCM3_OK2711536_PK2714994_1_SCLND_20230829_224815_VV_VH_GRD/rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-xxxxx.nc,31.668336868286133,290.364013671875,31.601182574118234,290.32256314639596,-0.06715429416789931,-0.041450525479035605,8.759753523328582,0.014717816609907966,"2023-08-29T22:48:13,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-xxxxx_aeqd.nc,rcm3-sclnd-owi-cm-20230829t224813-20230829t224928-00003-xxxxx.nc
al082023,IRWIN,rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-______ll_gd_GEO-IRWIN.nc,/home/datawork-cersat-public/cache/public/ftp/project/sarwing/processings/grdwind+windir_2025v6v12_2v0_0v3v9_0v0v6_0v0v6_1v4v3_1v0v15_1v0v10_1v2v5_1v2v2_1v1v1_1v2v1/cmod5n_ecmwf_norecal_rs2rcmgmfv4_28052025/rcm-1/L2M/sc50mb/rcm-1_sc50mb/2023/243/RCM1_OK2717464_PK2717467_2_SC50MB_20230831_100937_HH_HV_GRD/rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-xxxxx.nc,34.97369384765625,296.9983215332031,33.836411098799175,296.61222958698585,-1.137282748857075,-0.3860919462172774,133.3146063782695,0.22399031238402553,"2023-08-31T10:09:25,000",/scale/user/mtannaou/alternance/donnees_sar_aeqd_v1/al082023/rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-xxxxx_aeqd.nc,rcm1-sc50mb-owi-cm-20230831t100925-20230831t101309-00003-xxxxx.nc
