,match_type,analysis_center_quality_flag,analysis_rmax,analysis_vmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split,tcprimed_env_exist,tcprimed_env_path,index_in_env_ds,shear_magnitude_1,shear_direction_1,shear_magnitude_2,shear_direction_2,shear_magnitude_3,shear_direction_3,shear_magnitude_4,shear_direction_4,shear_magnitude_5,shear_direction_5,shear_magnitude_6,shear_direction_6,shear_magnitude_7,shear_direction_7,shear_magnitude_8,shear_direction_8,cyclone_phase_space_thermal_wind_1,cyclone_phase_space_thermal_wind_2,eye_lon,eye_lat,storm_lat,storm_lon,haversin_distance_km,storm_speed,storm_speed_meridional_component,storm_speed_zonal_component,cyclone_name,cyclone_id,sar_time
10,exact_contains,0.5,259000.0,26.98380666583946,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250214t235840-20250214t235955-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250214t235840-20250214t235955-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,61.0,5.6971703,101.82153,5.607136,110.16844,5.4530067,116.19646,5.533886,118.80658,11.447136,100.91486,13.4233055,112.04773,15.440678,116.58111,15.822178,117.95486,155.83511,79.59616,83.64384400105213,-24.63929988362433,-24.8913803100586,83.70563507080078,28.71600406834261,3.6000001,-0.8,-3.5,TALIAH,sh142025,2025-02-14 23:58:40
11,exact_contains,0.3,118000.0,20.41912915099216,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250208t230814-20250208t230932-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250208t230814-20250208t230932-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,37.0,3.9849968,266.8419,4.5023117,284.70062,4.2032166,292.89917,4.3970184,295.45435,5.831455,205.3858,7.7984695,235.74019,7.6580772,249.19745,7.86409,252.02737,48.770958,71.59992,94.48013396209537,-15.145251469300872,-15.219789505004885,94.4540557861328,8.747970389375466,3.3,-1.9,-2.7,TALIAH,sh142025,2025-02-08 23:08:14
12,exact_contains,3.8,113000.0,25.905007707705305,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250218t002420-20250218t002534-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250218t002420-20250218t002534-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1552581261950286,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,73.0,7.93581,27.842346,7.7618484,39.304916,6.4540634,53.833702,6.4159164,56.45482,10.705502,72.25844,13.675098,79.7756,16.250984,79.962425,16.717941,80.3141,119.57736,32.22912,76.43844846472295,-30.227168801563003,-30.426149368286133,76.67912292480469,31.986545204349344,3.8,-0.8,-3.7,TALIAH,sh142025,2025-02-18 00:24:20
13,exact_contains,0.3,139000.0,16.40140192689365,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclna-owi-cm-20250209t120759-20250209t120913-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclna-owi-cm-20250209t120759-20250209t120913-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,39.0,4.053665,332.7544,5.063877,333.11157,4.741894,328.3859,4.833454,327.62756,3.9972038,240.58678,4.0994453,278.21655,4.88076,263.45148,4.836506,266.00665,32.41224,79.41304,93.6612221493161,-15.088997390123248,-14.992843627929688,93.58270263671876,13.6165695391187,4.1,-1.4,-3.9,TALIAH,sh142025,2025-02-09 12:07:59
14,exact_contains,0.0,33000.0,30.90239245687646,32,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm3-sclnc-owi-cm-20250202t103947-20250202t104104-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm3-sclnc-owi-cm-20250202t103947-20250202t104104-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,11.0,9.921135,250.74704,10.04932,266.35284,9.632721,278.33743,9.829578,279.75513,9.831104,256.64865,9.803635,272.9688,9.702919,290.19565,10.169876,291.7837,-18.98344,82.46504,116.41582901734166,-14.211502770740228,-14.360956192016602,116.58341979980467,24.541775918814785,2.4,-0.8,-2.3,TALIAH,sh142025,2025-02-02 10:39:47
15,exact_contains,0.0,89000.0,20.82546920704731,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250207t230015-20250207t230132-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250207t230015-20250207t230132-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,33.0,11.001545,270.3312,9.849415,281.15088,6.769947,286.42056,6.6692314,288.7944,4.548092,266.92432,7.261318,272.9688,8.492802,272.0786,8.918556,272.25995,41.62928,84.96768,96.61494755053258,-15.333264830708549,-15.798029899597168,96.64205169677734,51.76100546652254,2.2,-1.5,-1.6,TALIAH,sh142025,2025-02-07 23:00:15
16,exact_contains,0.0,78000.0,35.17774444247656,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnc-owi-cm-20250212t123109-20250212t123225-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnc-owi-cm-20250212t123109-20250212t123225-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,51.0,6.8950768,118.416435,6.217533,117.55373,3.1228065,109.454094,3.0800781,108.86613,7.6428185,160.90378,7.999901,150.65012,4.058243,127.422745,4.0826607,126.63696,137.52312,149.05968,89.92747202654895,-19.022586436564065,-19.12323760986328,89.93474578857422,11.21797381069304,2.0,-0.2,-2.0,TALIAH,sh142025,2025-02-12 12:31:09
17,exact_contains,0.0,121000.0,32.283681481235604,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250212t234114-20250212t234228-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250212t234114-20250212t234228-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,53.0,6.254158,149.71046,6.5517273,151.22159,4.1177597,148.87523,4.154381,151.26555,6.299938,125.598404,5.004364,152.26015,3.4234276,155.91982,3.383751,161.75,138.37769,172.7432,88.51760283674332,-20.81631305266256,-20.837343215942383,88.56757354736328,5.695611887865943,2.5,-0.90000004,-2.3,TALIAH,sh142025,2025-02-12 23:41:14
18,exact_contains,0.0,38000.0,36.312403703629386,36,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm3-sclna-owi-cm-20250203t104742-20250203t104858-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm3-sclna-owi-cm-20250203t104742-20250203t104858-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,15.0,13.720875,257.3795,12.283386,273.02927,12.088055,284.6457,12.039223,286.25024,13.810909,262.15466,14.689888,274.5569,14.796707,282.8708,15.068333,284.46985,103.1576,148.93759,113.83071922883708,-15.076390529977482,-15.091270446777344,113.8026885986328,3.4343195050129616,2.6000001,-0.8,-2.5,TALIAH,sh142025,2025-02-03 10:47:42
19,exact_contains,0.0,124000.0,27.284933101421533,25,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclna-owi-cm-20250213t123817-20250213t123931-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclna-owi-cm-20250213t123817-20250213t123931-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0571064372211599,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,55.0,3.826294,102.83262,2.1049652,113.949005,2.14159,121.01008,2.1507454,123.328964,11.492916,114.71281,7.9434395,125.21375,4.076557,124.26312,3.621807,127.05458,116.403275,171.5224,86.34559637954409,-22.59553324127365,-22.749292373657227,86.43020629882812,19.174931583907416,3.3,-1.6,-2.9,TALIAH,sh142025,2025-02-13 12:38:17
20,exact_contains,4.05,,,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250216t133237-20250216t133353-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250216t133237-20250216t133353-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.5792224346717655,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,67.0,8.239483,117.9164,7.250637,114.33915,4.7678337,107.33852,4.5999756,105.453735,19.940853,109.39365,18.040983,106.849464,15.584122,105.33284,15.34454,104.67344,111.82528,41.62928,79.78293922916055,-27.933006534916263,-28.48345375061035,79.66661834716797,62.25917897534231,3.5,0.2,-3.5,TALIAH,sh142025,2025-02-16 13:32:37
21,exact_contains,0.0,132000.0,34.599622204827945,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnc-owi-cm-20250211t122351-20250211t122507-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnc-owi-cm-20250211t122351-20250211t122507-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,47.0,1.8562279,94.37581,2.6466942,126.977646,2.8832245,104.01404,3.0907593,105.86036,2.7062073,320.5665,2.3781204,324.61084,2.5017242,312.78558,2.5108795,313.34607,114.45,121.53064,91.69160416536477,-15.566287563329166,-15.333709716796877,91.89275360107422,33.66876246048081,2.0,0.3,-2.0,TALIAH,sh142025,2025-02-11 12:23:51
22,exact_contains,4.2,88000.0,16.713460939812375,19,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnd-owi-cm-20250219t135547-20250219t135705-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnd-owi-cm-20250219t135547-20250219t135705-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.9861057998725302,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,79.0,5.497261,44.135025,4.8181915,39.986298,5.185959,60.80136,5.0119934,61.614624,10.476601,92.83172,12.730503,90.39743,14.541866,88.479675,14.871479,88.21042,23.5004,38.08896,74.27275914892934,-31.720162478326788,-30.11417961120605,75.06722259521484,193.99183212695328,4.3,-0.5,-4.2000003,TALIAH,sh142025,2025-02-19 13:55:47
23,exact_contains,0.0,161000.0,25.63644128899558,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250213t235008-20250213t235122-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250213t235008-20250213t235122-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,57.0,2.2545128,144.96828,1.1893654,137.66542,1.9828835,165.44815,2.0500298,170.53651,11.868313,143.11096,8.186073,144.22646,6.2144814,139.94035,5.7551575,140.23158,148.81552,128.61128,84.95874243978244,-23.3083645559302,-23.29133033752441,85.11778259277344,16.352314380328504,3.9,-2.0,-3.4,TALIAH,sh142025,2025-02-13 23:50:08
24,exact_contains,2.2,94000.0,21.68594398564744,24,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclnc-owi-cm-20250206t225159-20250206t225314-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclnc-owi-cm-20250206t225159-20250206t225314-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1841937539834289,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,29.0,13.334797,251.84604,11.769123,256.12665,8.579784,263.56137,8.309681,264.9406,5.6086617,245.35645,9.246643,259.19284,12.184193,265.33624,12.825115,266.33084,77.45976,69.64664,100.84606155161651,-15.34016185326309,-15.096397399902344,100.96251678466795,29.84676342642815,3.0,-1.3000001,-2.8,TALIAH,sh142025,2025-02-06 22:51:59
25,exact_contains,1.9,73000.0,33.29325923756585,29,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm1-sclna-owi-cm-20250205t224350-20250205t224505-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm1-sclna-owi-cm-20250205t224350-20250205t224505-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3960484384958572,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,25.0,12.634365,232.58606,12.115524,246.7082,9.574734,253.92314,9.501488,257.02234,6.820305,247.87863,11.909515,270.58948,14.726509,274.88657,15.597855,275.80423,111.21488,95.40552,104.49590995310014,-14.64669322176968,-14.878192901611328,105.05764770507812,65.65704249759428,4.1,-1.2,-3.9,TALIAH,sh142025,2025-02-05 22:43:50
26,exact_contains,3.05,13000.0,23.54485149653592,33,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/rcm2-sclnd-owi-cm-20250205t113519-20250205t113635-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142025/IRWIN/rcm2-sclnd-owi-cm-20250205t113519-20250205t113635-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.9994901210962396,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142025/TCPRIMED_v01r01-preliminary_SH142025_env_s20250130180000_e20250221000000.nc,23.0,11.920197,247.85666,10.113411,259.5665,8.241009,271.7654,8.169289,274.8371,17.357334,247.66434,17.96621,262.27005,17.097916,271.07852,17.32071,273.1007,121.1644,85.333916,105.81832256385664,-15.564042461914468,-14.905413627624512,106.71298217773438,120.73371949069008,4.5,-1.1,-4.3,TALIAH,sh142025,2025-02-05 11:35:19
